item_id,zh_name,en_name,category,in_game,wiki_title,wiki_path,icon_url,local_path,source,license,distributable,resolve_method
diamond_hoe,钻石锄,Diamond Hoe,tool,True,锄,https://zh.minecraft.wiki/w/%E9%94%84,https://zh.minecraft.wiki/images/Diamond_Hoe_JE3_BE3.png?ed241,cache/restricted/diamond_hoe.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Diamond_Hoe.png
wheat,小麦,Wheat,food,True,小麦,https://zh.minecraft.wiki/w/%E5%B0%8F%E9%BA%A6,https://zh.minecraft.wiki/images/Wheat_JE2_BE2.png?0eb25,cache/restricted/wheat.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Wheat.png
apple,苹果,Apple,food,True,苹果,https://zh.minecraft.wiki/w/%E8%8B%B9%E6%9E%9C,https://zh.minecraft.wiki/images/Apple_JE3_BE3.png?cc008,cache/restricted/apple.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Apple.png
bread,面包,Bread,food,True,面包,https://zh.minecraft.wiki/w/%E9%9D%A2%E5%8C%85,https://zh.minecraft.wiki/images/Bread_JE3_BE3.png?f220b,cache/restricted/bread.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Bread.png
raw_beef,生牛肉,Raw Beef,food,True,生牛肉,https://zh.minecraft.wiki/w/%E7%94%9F%E7%89%9B%E8%82%89,https://zh.minecraft.wiki/images/Raw_Beef_JE3_BE3.png?55e2e,cache/restricted/raw_beef.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Raw_Beef.png
cooked_beef,熟牛排,Steak,food,True,牛排,https://zh.minecraft.wiki/w/%E7%89%9B%E6%8E%92,https://zh.minecraft.wiki/images/Steak_JE3_BE3.png?0d524,cache/restricted/cooked_beef.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Steak.png
leather,皮革,Leather,item,True,皮革,https://zh.minecraft.wiki/w/%E7%9A%AE%E9%9D%A9,https://zh.minecraft.wiki/images/Leather_JE2_BE2.png?f5373,cache/restricted/leather.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Leather.png
leather_helmet,皮革头盔,Leather Cap,armor,True,盔甲,https://zh.minecraft.wiki/w/%E7%9B%94%E7%94%B2,https://zh.minecraft.wiki/images/Leather_Cap_JE4_BE2.png?478b4,cache/restricted/leather_helmet.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Leather_Cap.png
leather_chestplate,皮革胸甲,Leather Tunic,armor,True,盔甲,https://zh.minecraft.wiki/w/%E7%9B%94%E7%94%B2,https://zh.minecraft.wiki/images/Leather_Tunic_JE4_BE2.png?e16aa,cache/restricted/leather_chestplate.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Leather_Tunic.png
leather_leggings,皮革护腿,Leather Pants,armor,True,盔甲,https://zh.minecraft.wiki/w/%E7%9B%94%E7%94%B2,https://zh.minecraft.wiki/images/Leather_Pants_JE4_BE2.png?bd496,cache/restricted/leather_leggings.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Leather_Pants.png
leather_boots,皮革靴子,Leather Boots,armor,True,盔甲,https://zh.minecraft.wiki/w/%E7%9B%94%E7%94%B2,https://zh.minecraft.wiki/images/Leather_Boots_JE3_BE2.png?be9db,cache/restricted/leather_boots.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Leather_Boots.png
iron_helmet,铁头盔,Iron Helmet,armor,True,盔甲,https://zh.minecraft.wiki/w/%E7%9B%94%E7%94%B2,https://zh.minecraft.wiki/images/Iron_Helmet_JE2_BE2.png?bfba3,cache/restricted/iron_helmet.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Helmet.png
iron_chestplate,铁胸甲,Iron Chestplate,armor,True,盔甲,https://zh.minecraft.wiki/w/%E7%9B%94%E7%94%B2,https://zh.minecraft.wiki/images/Iron_Chestplate_JE2_BE2.png?61f89,cache/restricted/iron_chestplate.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Chestplate.png
iron_leggings,铁护腿,Iron Leggings,armor,True,盔甲,https://zh.minecraft.wiki/w/%E7%9B%94%E7%94%B2,https://zh.minecraft.wiki/images/Iron_Leggings_JE2_BE2.png?7dffe,cache/restricted/iron_leggings.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Leggings.png
iron_boots,铁靴子,Iron Boots,armor,True,盔甲,https://zh.minecraft.wiki/w/%E7%9B%94%E7%94%B2,https://zh.minecraft.wiki/images/Iron_Boots_JE2_BE2.png?01f59,cache/restricted/iron_boots.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Iron_Boots.png
lapis_lazuli,青金石,Lapis Lazuli,item,True,青金石,https://zh.minecraft.wiki/w/%E9%9D%92%E9%87%91%E7%9F%B3,https://zh.minecraft.wiki/images/Lapis_Lazuli_JE2_BE2.png?d36c7,cache/restricted/lapis_lazuli.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Lapis_Lazuli.png
sugar_cane,甘蔗,Sugar Cane,item,True,甘蔗,https://zh.minecraft.wiki/w/%E7%94%98%E8%94%97,https://zh.minecraft.wiki/images/Sugar_Cane_JE2_BE2.png?2d23b,cache/restricted/sugar_cane.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Sugar_Cane.png
paper,纸,Paper,item,True,纸,https://zh.minecraft.wiki/w/%E7%BA%B8,https://zh.minecraft.wiki/images/Paper_JE2_BE2.png?88891,cache/restricted/paper.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Paper.png
book,书,Book,item,True,书,https://zh.minecraft.wiki/w/%E4%B9%A6,https://zh.minecraft.wiki/images/Book_JE2_BE2.png?8310b,cache/restricted/book.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Book.png
blaze_rod,烈焰棒,Blaze Rod,item,True,烈焰棒,https://zh.minecraft.wiki/w/%E7%83%88%E7%84%B0%E6%A3%92,https://zh.minecraft.wiki/images/Blaze_Rod_JE1_BE1.png?d06fc,cache/restricted/blaze_rod.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Blaze_Rod.png
blaze_powder,烈焰粉,Blaze Powder,item,True,烈焰粉,https://zh.minecraft.wiki/w/%E7%83%88%E7%84%B0%E7%B2%89,https://zh.minecraft.wiki/images/Blaze_Powder_JE2_BE1.png?a5171,cache/restricted/blaze_powder.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Blaze_Powder.png
nether_wart,下界疣,Nether Wart,item,True,下界疣,https://zh.minecraft.wiki/w/%E4%B8%8B%E7%95%8C%E7%96%A3,https://zh.minecraft.wiki/images/Nether_Wart_Age_3_JE6_BE2.png?2ee0b,cache/restricted/nether_wart.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Nether_Wart.png
sugar,糖,Sugar,item,True,糖,https://zh.minecraft.wiki/w/%E7%B3%96,https://zh.minecraft.wiki/images/Sugar_JE2_BE2.png?e8770,cache/restricted/sugar.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Sugar.png
spider_eye,蜘蛛眼,Spider Eye,item,True,蜘蛛眼,https://zh.minecraft.wiki/w/%E8%9C%98%E8%9B%9B%E7%9C%BC,https://zh.minecraft.wiki/images/Spider_Eye_JE2_BE2.png?45798,cache/restricted/spider_eye.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Spider_Eye.png
glistering_melon,闪烁的西瓜,Glistering Melon Slice,item,True,闪烁的西瓜片,https://zh.minecraft.wiki/w/%E9%97%AA%E7%83%81%E7%9A%84%E8%A5%BF%E7%93%9C%E7%89%87,https://zh.minecraft.wiki/images/Glistering_Melon_Slice_JE2_BE2.png?42c6e,cache/restricted/glistering_melon.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Glistering_Melon_Slice.png
glass_bottle,玻璃瓶,Glass Bottle,item,True,玻璃瓶,https://zh.minecraft.wiki/w/%E7%8E%BB%E7%92%83%E7%93%B6,https://zh.minecraft.wiki/images/Glass_Bottle_JE2_BE2.png?03581,cache/restricted/glass_bottle.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Glass_Bottle.png
water_bottle,水瓶,Water Bottle,potion,True,水瓶,https://zh.minecraft.wiki/w/%E6%B0%B4%E7%93%B6,https://zh.minecraft.wiki/images/Water_Bottle_JE2_BE3.png?63599,cache/restricted/water_bottle.png,https://zh.minecraft.wiki/,restricted-mojang-via-wiki,False,file:Water_Bottle.png
